sent,sentruby,level
グループは、４０歳から５９歳の男性、約１万５０００人を２０年調べました。,グループは、４０歳(さい)から５９歳(さい)の男性(だんせい)、約(やく)１万(まん)５０００人(にん)を２０年(ねん)調(しら)べました。,3.6
この規則は、法務省のウェブサイトで見ることができます。,この規則(きそく)は、法務省(ほうむしょう)のウェブサイトで見(み)ることができます。,2.8
日本では、子どもは小学校や中学校に通わなければならないと法律で決まっています。,日本(にっぽん)では、子(こ)どもは小学校(しょうがっこう)や中学校(ちゅうがっこう)に通(かよ)わなければならないと法律(ほうりつ)で決(き)まっています。,4.4
調査は６月までに始める予定です。,調査(ちょうさ)は６月(がつ)までに始(はじ)める予定(よてい)です。,3.3
バウムクーヘンはヨーロッパのお菓子です。,バウムクーヘンはヨーロッパのお菓子(かし)です。,3.5
小麦粉や卵を混ぜて、長さ３０ｍ以上の鉄のパイプに少しずつかけて、焼きました。,小麦粉(こむぎこ)や卵(たまご)を混(ま)ぜて、長(なが)さ３０ｍ以上(いじょう)の鉄(てつ)のパイプに少(すこ)しずつかけて、焼(や)きました。,3.6
世界でいちばん長いバウムクーヘンのギネス世界記録になりました。,世界(せかい)でいちばん長(なが)いバウムクーヘンのギネス世界記録(せかいきろく)になりました。,3.9
もらった２羽は新潟県の「佐渡トキ保護センター」にいます。,もらった２羽(わ)は新潟県(にいがたけん)の「佐渡(さど)トキ保護(ほご)センター」にいます。,2.4
警察はオーストラリアで生まれた男を捕まえました。,警察(けいさつ)はオーストラリアで生(う)まれた男(おとこ)を捕(つか)まえました。,3.4
半分以上は、パキスタンやエジプト、ヨルダンなどの外国から来た人たちでした。,半分(はんぶん)以上(いじょう)は、パキスタンやエジプト、ヨルダンなどの外国(がいこく)から来(き)た人(ひと)たちでした。,4.9
このような国で起こった事件にみんな驚いています。,このような国(くに)で起(お)こった事件(じけん)にみんな驚(おどろ)いています。,3.2
モスクの近くでは大勢の人が、亡くなった人のために祈って花を置いています。,モスクの近(ちか)くでは大勢(おおぜい)の人(ひと)が、亡(な)くなった人(ひと)のために祈(いの)って花(はな)を置(お)いています。,3.7
この天文図は東アジアでいちばん古いと言われています。,この天文図(てんもんず)は東(ひがし)アジアでいちばん古(ふる)いと言(い)われています。,4.7
今はキトラ古墳の近くにつくった建物にあります。,今(いま)はキトラ古墳(こふん)の近(ちか)くにつくった建物(たてもの)にあります。,3.8
「ゲノム編集」は遺伝子の情報を変える技術です。,「ゲノム編集(へんしゅう)」は遺伝子(いでんし)の情報(じょうほう)を変(か)える技術(ぎじゅつ)です。,2.6
厚生労働省は、これから詳しい ルールを決めて、夏ごろから始める予定です。,厚生労働省(こうせいろうどうしょう)は、これから詳(くわ)しい ルールを決(き)めて、夏(なつ)ごろから始(はじ)める予定(よてい)です。,3.2
死んでいたジュゴンは頭や体に傷がたくさんありました。,死(し)んでいたジュゴンは頭(あたま)や体(からだ)に傷(きず)がたくさんありました。,3.2
オランダのユトレヒトで１８日の午前、電車の中で男が銃を撃ちました。,オランダのユトレヒトで１８日(にち)の午前(ごぜん)、電車(でんしゃ)の中(なか)で男(おとこ)が銃(じゅう)を撃(う)ちました。,4.1
「ユニバーサルデザインタクシー」は、車いすに乗ったまま乗ることができます。,「ユニバーサルデザインタクシー」は、車(くるま)いすに乗(の)ったまま乗(の)ることができます。,4.3
会社は運転手が車いすをタクシーに乗せる 研修をしなければなりません。,会社(かいしゃ)は運転手(うんてんしゅ)が車(くるま)いすをタクシーに乗(の)せる 研修(けんしゅう)をしなければなりません。,4.2
今年２月、日本へ旅行に来た外国人は２６０万４３００人でした。,今年(ことし)２月(がつ)、日本(にっぽん)へ旅行(りょこう)に来(き)た外国人(がいこくじん)は２６０万(まん)４３００人(にん)でした。,4.9
しかし、２月に中国から来た人は去年より１％多いだけでした。,しかし、２月(がつ)に中国(ちゅうごく)から来(き)た人(ひと)は去年(きょねん)より１％多(おお)いだけでした。,4.9
店の中でたばこを吸うことができる「喫煙室」も作りません。,店(みせ)の中(なか)でたばこを吸(す)うことができる「喫煙室(きつえんしつ)」も作(つく)りません。,3.4
東京では来年、オリンピックとパラリンピックがあります。,東京(とうきょう)では来年(らいねん)、オリンピックとパラリンピックがあります。,4.8
その結果、岩や石の中に水の成分があることがわかりました。,その結果(けっか)、岩(いわ)や石(いし)の中(なか)に水(みず)の成分(せいぶん)があることがわかりました。,3.8
国民生活センターは、知らない番号からの電話は録音したほうがいいと言っています。,国民生活(こくみんせいかつ)センターは、知(し)らない番号(ばんごう)からの電話(でんわ)は録音(ろくおん)したほうがいいと言(い)っています。,4.1
あやしい電話があった場合はすぐ警察などに相談するように言っています。,あやしい電話(でんわ)があった場合(ばあい)はすぐ警察(けいさつ)などに相談(そうだん)するように言(い)っています。,3.8
国連は、７年前から「幸せな国」のランキングを発表しています。,国連(こくれん)は、７年(ねん)前(まえ)から「幸(しあわ)せな国(くに)」のランキングを発表(はっぴょう)しています。,4.1
イギリスは１５番、アメリカは１９番で、日本は去年より４つ下がって５８番でした。,イギリスは１５番(ばん)、アメリカは１９番(ばん)で、日本(にっぽん)は去年(きょねん)より４つ下(さ)がって５８番(ばん)でした。,4.1
プラスチックは透明で、３ｃｍぐらいの大きさに折ってありました。,プラスチックは透明(とうめい)で、３ｃｍぐらいの大(おお)きさに折(お)ってありました。,3.2
この展示は、６月１６日までです。,この展示(てんじ)は、６月(がつ)１６日(にち)までです。,3.5
そして２０００年にアメリカの大リーグのマリナーズに入りました。,そして２０００年(ねん)にアメリカの大(だい)リーグのマリナーズに入(はい)りました。,5.0
コンビニのセブン－イレブンは、１日に２４時間店を開けて営業しています。,コンビニのセブン－イレブンは、１日(にち)に２４時間(じかん)店(みせ)を開(あ)けて営業(えいぎょう)しています。,4.3
セブン－イレブンの会社は、営業時間を短くする実験を１０の店で始めました。,セブン－イレブンの会社(かいしゃ)は、営業(えいぎょう)時間(じかん)を短(みじか)くする実験(じっけん)を１０の店(みせ)で始(はじ)めました。,4.2
午前１時になると、店員が看板の電気を消して、ドアに鍵をかけました。,午前(ごぜん)１時(じ)になると、店員(てんいん)が看板(かんばん)の電気(でんき)を消(け)して、ドアに鍵(かぎ)をかけました。,3.9
外国人の生活のためのサービスはもっと増えそうです。,外国人(がいこくじん)の生活(せいかつ)のためのサービスはもっと増(ふ)えそうです。,4.2
日本の決まりでは、タクシーの料金を乗る前に決めることができません。,日本(にっぽん)の決(き)まりでは、タクシーの料金(りょうきん)を乗(の)る前(まえ)に決(き)めることができません。,4.2
乗る人が乗る場所と行く場所を入れると、料金がわかります。,乗(の)る人(ひと)が乗(の)る場所(ばしょ)と行(い)く場所(ばしょ)を入(い)れると、料金(りょうきん)がわかります。,4.4
道が混んでいて時間がかかっても料金は高くなりません。,道(みち)が混(こ)んでいて時間(じかん)がかかっても料金(りょうきん)は高(たか)くなりません。,4.4
料金は、タクシーの会社が今までの料金を調べて決めます。,料金(りょうきん)は、タクシーの会社(かいしゃ)が今(いま)までの料金(りょうきん)を調(しら)べて決(き)めます。,4.3
東京都の議会は女性が２７％で、都道府県では最も高くなりました。,東京都(とうきょうと)の議会(ぎかい)は女性(じょせい)が２７％で、都道府県(とどうふけん)では最(もっと)も高(たか)くなりました。,4.0
低い所は青森県、長崎県、山梨県などで７％ぐらいでした。,低(ひく)い所(ところ)は青森県(あおもりけん)、長崎県(ながさきけん)、山梨県(やまなしけん)などで７％ぐらいでした。,3.6
村の議会では半分以上の所で女性がいませんでした。,村(むら)の議会(ぎかい)では半分(はんぶん)以上(いじょう)の所(ところ)で女性(じょせい)がいませんでした。,4.2
選挙に出る女性や選ばれる女性の議員の数が注目されています。,選挙(せんきょ)に出(で)る女性(じょせい)や選(えら)ばれる女性(じょせい)の議員(ぎいん)の数(かず)が注目(ちゅうもく)されています。,3.6
２５日、インドネシアに初めてできた地下鉄の運転が始まりました。,２５日(にち)、インドネシアに初(はじ)めてできた地下鉄(ちかてつ)の運転(うんてん)が始(はじ)まりました。,4.0
２５日は、地下鉄に乗ってみたいという人などが大勢駅に来ました。,２５日(にち)は、地下鉄(ちかてつ)に乗(の)ってみたいという人(ひと)などが大勢(おおぜい)駅(えき)に来(き)ました。,4.3
１階はトンネルのようになっていて、電車が通ります。,１階(かい)はトンネルのようになっていて、電車(でんしゃ)が通(とお)ります。,4.2
東京では、大きなビルを建てる広い土地が少なくなっています。,東京(とうきょう)では、大(おお)きなビルを建(た)てる広(ひろ)い土地(とち)が少(すく)なくなっています。,4.5
２０２０年に東京で行うパラリンピックの聖火 リレーに使うトーチができました。,２０２０年(ねん)に東京(とうきょう)で行(おこな)うパラリンピックの聖火(せいか) リレーに使(つか)うトーチができました。,4.1
オリンピックのトーチと同じ形ですが、色が少し違います。,オリンピックのトーチと同(おな)じ形(かたち)ですが、色(いろ)が少(すこ)し違(ちが)います。,3.6
３人が１本ずつトーチを持って一緒に走ります。,３人(にん)が１本(ぽん)ずつトーチを持(も)って一緒(いっしょ)に走(はし)ります。,4.2
この中には、今まででいちばん若い１０歳でプロになる仲邑菫さんもいました。,この中(なか)には、今(いま)まででいちばん若(わか)い１０歳(さい)でプロになる仲邑(なかむら)菫(すみれ)さんもいました。,2.7
仲邑さんは、日本棋院の新しい制度でプロになりました。,仲邑(なかむら)さんは、日本棋院(にほんきいん)の新(あたら)しい制度(せいど)でプロになりました。,3.3
２６日、来年４月から小学校で使うことができる教科書が決まりました。,２６日(にち)、来年(らいねん)４月(がつ)から小学校(しょうがっこう)で使(つか)うことができる教科書(きょうかしょ)が決(き)まりました。,4.5
悩んでいる子どもが電話で相談できる所も紹介しています。,悩(なや)んでいる子(こ)どもが電話(でんわ)で相談(そうだん)できる所(ところ)も紹介(しょうかい)しています。,3.4
パブロ・ピカソはスペインの有名な画家です。,パブロ・ピカソはスペインの有名(ゆうめい)な画家(がか)です。,4.2
この絵は、ピカソが１９３８年にかいた女性の絵です。,この絵(え)は、ピカソが１９３８年(ねん)にかいた女性(じょせい)の絵(え)です。,3.6
それからずっと、絵がどこにあるかわかりませんでした。,それからずっと、絵(え)がどこにあるかわかりませんでした。,3.0
そして、絵を渡してもらいました。,そして、絵(え)を渡(わた)してもらいました。,2.5
大相撲で強い人が集まっている「幕内」の中でいちばん若い２２歳です。,大相撲(おおずもう)で強(つよ)い人(ひと)が集(あつ)まっている「幕内(まくうち)」の中(なか)でいちばん若(わか)い２２歳(さい)です。,3.2
この木は高さが２５mぐらいで、枝が長く下がる「しだれ桜」です。,この木(き)は高(たか)さが２５mぐらいで、枝(えだ)が長(なが)く下(さ)がる「しだれ桜(ざくら)」です。,3.8
２７日は、白い花が咲いた木の前で、たくさんの人が写真を撮っていました。,２７日(にち)は、白(しろ)い花(はな)が咲(さ)いた木(き)の前(まえ)で、たくさんの人(ひと)が写真(しゃしん)を撮(と)っていました。,4.1
この桜は、来月１日ごろまで楽しむことができます。,この桜(さくら)は、来月(らいげつ)１日(ついたち)ごろまで楽(たの)しむことができます。,4.0
今年の元号は４月まで平成ですが、５月から新しくなります。,今年(ことし)の元号(げんごう)は４月(がつ)まで平成(へいせい)ですが、５月(がつ)から新(あたら)しくなります。,4.2
インターネットなどでも３５万セットの注文がありました。,インターネットなどでも３５万(まん)セットの注文(ちゅうもん)がありました。,4.3
新しい元号の硬貨は、今年の夏ごろにできる予定です。,新(あたら)しい元号(げんごう)の硬貨(こうか)は、今年(ことし)の夏(なつ)ごろにできる予定(よてい)です。,3.7
サクラエビは体の長さが４ｃｍぐらいの小さいえびで、色は桜のようなピンクです。,サクラエビは体(からだ)の長(なが)さが４ｃｍぐらいの小(ちい)さいえびで、色(いろ)は桜(さくら)のようなピンクです。,3.8
しかし、去年は子どものえびが多かったため、秋の漁はしませんでした。,しかし、去年(きょねん)は子(こ)どものえびが多(おお)かったため、秋(あき)の漁(りょう)はしませんでした。,4.3
最初の日にとったサクラエビは去年の１５％ぐらいの４ｔでした。,最初(さいしょ)の日(ひ)にとったサクラエビは去年(きょねん)の１５％ぐらいの４ｔでした。,4.0
調査に答えた病院の半分ぐらいでした。,調査(ちょうさ)に答(こた)えた病院(びょういん)の半分(はんぶん)ぐらいでした。,3.9
払っていないお金の平均は、１つの病院で４２万円ぐらいでした。,払(はら)っていないお金(かね)の平均(へいきん)は、１つの病院(びょういん)で４２万(まん)円(えん)ぐらいでした。,3.8
日本で病院に行く外国人は、これから増えると考えられています。,日本(にっぽん)で病院(びょういん)に行(い)く外国人(がいこくじん)は、これから増(ふ)えると考(かんが)えられています。,4.4
二酸化炭素は地球の気温が上がる原因になります。,二酸化炭素(にさんかたんそ)は地球(ちきゅう)の気温(きおん)が上(あ)がる原因(げんいん)になります。,3.2
あと５年ぐらいで４２０ｐｐｍ以上になるかもしれません。,あと５年(ねん)ぐらいで４２０ｐｐｍ以上(いじょう)になるかもしれません。,4.7
赤ちゃんの大きさは６５ｃｍと７０ｃｍです。,赤(あか)ちゃんの大(おお)きさは６５ｃｍと７０ｃｍです。,4.5
赤ちゃんは母親の近くで寝ていたり、声を出したりしています。,赤(あか)ちゃんは母親(ははおや)の近(ちか)くで寝(ね)ていたり、声(こえ)を出(だ)したりしています。,4.0
卒業した人の中には有名な人がたくさんいて、入学するのがとても難しい学校です。,卒業(そつぎょう)した人(ひと)の中(なか)には有名(ゆうめい)な人(ひと)がたくさんいて、入学(にゅうがく)するのがとても難(むずか)しい学校(がっこう)です。,4.4
学校によると、今年は９１５人が試験を受けて４０人が合格しました。,学校(がっこう)によると、今年(ことし)は９１５人(にん)が試験(しけん)を受(う)けて４０人(にん)が合格(ごうかく)しました。,4.3
店には、将棋のファンなどがたくさん来ています。,店(みせ)には、将棋(しょうぎ)のファンなどがたくさん来(き)ています。,3.2
この店の人は「最後まで一生懸命食事を作りたいです」と話していました。,この店(みせ)の人(ひと)は「最後(さいご)まで一生懸命(いっしょうけんめい)食事(しょくじ)を作(つく)りたいです」と話(はな)していました。,4.2
台湾では２１００万人以上の人がＬＩＮＥのアプリを使っています。,台湾(たいわん)では２１００万(まん)人(にん)以上(いじょう)の人(ひと)がＬＩＮＥのアプリを使(つか)っています。,4.2
今年は１８０以上の国や地域で、午後８時半から１時間、明かりを消しました。,今年(ことし)は１８０以上(いじょう)の国(くに)や地域(ちいき)で、午後(ごご)８時(じ)半(はん)から１時間(じかん)、明(あ)かりを消(け)しました。,4.5
グループは、６人の男性で平均６６歳のため、この名前になりました。,グループは、６人(にん)の男性(だんせい)で平均(へいきん)６６歳(さい)のため、この名前(なまえ)になりました。,3.6
このため、グループの活動は３月３１日に終わることになりました。,このため、グループの活動(かつどう)は３月(がつ)３１日(にち)に終(お)わることになりました。,4.2
４月１日からいろいろな会社が、食べ物や飲み物の値段を上げました。,４月(がつ)１日(ついたち)からいろいろな会社(かいしゃ)が、食(た)べ物(もの)や飲(の)み物(もの)の値段(ねだん)を上(あ)げました。,4.3
「明治」や「森永乳業」は、牛乳やヨーグルトの値段を１％から８％高くしました。,「明治(めいじ)」や「森永乳業(もりながにゅうぎょう)」は、牛乳(ぎゅうにゅう)やヨーグルトの値段(ねだん)を１％から８％高(たか)くしました。,3.1
魚の缶詰や、塩などの調味料も高くなりました。,魚(さかな)の缶詰(かんづめ)や、塩(しお)などの調味料(ちょうみりょう)も高(たか)くなりました。,3.4
５月から値段を上げる会社もあります。,５月(がつ)から値段(ねだん)を上(あ)げる会社(かいしゃ)もあります。,4.0
５月からの新しい元号が「令和」になることが決まりました。,５月(がつ)からの新(あたら)しい元号(げんごう)が「令和(れいわ)」になることが決(き)まりました。,3.7
元号は日本にある年の数え方で、天皇がかわるときに新しくなります。,元号(げんごう)は日本(にっぽん)にある年(とし)の数(かぞ)え方(かた)で、天皇(てんのう)がかわるときに新(あたら)しくなります。,4.0
国や市などは毎年、小学校や中学校に通っていない子どもを調べています。,国(くに)や市(し)などは毎年(まいとし)、小学校(しょうがっこう)や中学校(ちゅうがっこう)に通(かよ)っていない子(こ)どもを調(しら)べています。,4.7
このうち８４００人ぐらいが学校に通っていない可能性があることがわかりました。,このうち８４００人(にん)ぐらいが学校(がっこう)に通(かよ)っていない可能性(かのうせい)があることがわかりました。,3.6
５月からの新しい元号が発表になりました。,５月(がつ)からの新(あたら)しい元号(げんごう)が発表(はっぴょう)になりました。,4.0
今年も薄いピンク色の花がたくさん咲きました。,今年(ことし)も薄(うす)いピンク色(いろ)の花(はな)がたくさん咲(さ)きました。,3.8
桜の絵をかいている子どももいます。,桜(さくら)の絵(え)をかいている子(こ)どももいます。,3.0
東京都江東区に「第五福竜丸」という船を展示している建物があります。,東京都(とうきょうと)江東区(こうとうく)に「第五福竜丸(だいごふくりゅうまる)」という船(ふね)を展示(てんじ)している建物(たてもの)があります。,3.3
水爆は爆発したときの力が原爆よりとても大きい核兵器です。,水爆(すいばく)は爆発(ばくはつ)したときの力(ちから)が原爆(げんばく)よりとても大(おお)きい核兵器(かくへいき)です。,3.1
「万葉集」は日本の１２００年以上前の本です。,「万葉集(まんようしゅう)」は日本(にっぽん)の１２００年(ねん)以上(いじょう)前(まえ)の本(ほん)です。,4.6
５月からの新しい元号の「令和」は、万葉集にある言葉の中から選ばれました。,５月(がつ)からの新(あたら)しい元号(げんごう)の「令和(れいわ)」は、万葉集(まんようしゅう)にある言葉(ことば)の中(なか)から選(えら)ばれました。,3.9
本が足りないため、新しく１万冊作ることにした会社もあります。,本(ほん)が足(た)りないため、新(あたら)しく１万(まん)冊(さつ)作(つく)ることにした会社(かいしゃ)もあります。,4.5
風疹はウイルスでうつる病気で、熱が出たり体に赤い発疹が出たりします。,風疹(ふうしん)はウイルスでうつる病気(びょうき)で、熱(ねつ)が出(で)たり体(からだ)に赤(あか)い発疹(はっしん)が出(で)たりします。,3.6
国の研究所によると、今年１月から３月２４日までに１０３３人が風疹になりました。,国(くに)の研究所(けんきゅうじょ)によると、今年(ことし)１月(がつ)から３月(がつ)２４日(にじゅうよっか)までに１０３３人(にん)が風疹(ふうしん)になりました。,4.3
ほかにも、アニメ「機動戦士ガンダム」などの下がきの絵も見ることができます。,ほかにも、アニメ「機動戦士(きどうせんし)ガンダム」などの下(した)がきの絵(え)も見(み)ることができます。,3.7
この建物を直して、ホテルなどに変えることになりました。,この建物(たてもの)を直(なお)して、ホテルなどに変(か)えることになりました。,3.5
ホテルは刑務所の狭い部屋をまとめて、１つの部屋を広くします。,ホテルは刑務所(けいむしょ)の狭(せま)い部屋(へや)をまとめて、１つの部屋(へや)を広(ひろ)くします。,3.0
ホテルは２０２１年にオープンする予定です。,ホテルは２０２１年(ねん)にオープンする予定(よてい)です。,3.7
給料を上げるのは、外国へ行って働く可能性がある社員です。,給料(きゅうりょう)を上(あ)げるのは、外国(がいこく)へ行(い)って働(はたら)く可能性(かのうせい)がある社員(しゃいん)です。,3.8
このため、ほかの会社も給料を上げるかもしれません。,このため、ほかの会社(かいしゃ)も給料(きゅうりょう)を上(あ)げるかもしれません。,4.4
鎌倉市には観光客が毎年２０００万人ぐらい来ます。,鎌倉市(かまくらし)には観光(かんこう)客(きゃく)が毎年(まいとし)２０００万(まん)人(にん)ぐらい来(き)ます。,3.9
この規則は４月１日から始まりました。,この規則(きそく)は４月(がつ)１日(ついたち)から始(はじ)まりました。,3.6
ハイブリッド車は、ガソリンと電気で走る車です。,ハイブリッド車(しゃ)は、ガソリンと電気(でんき)で走(はし)る車(くるま)です。,4.8
トヨタは、このたくさんの技術をほかの会社が無料で使ってもいいことにしました。,トヨタは、このたくさんの技術(ぎじゅつ)をほかの会社(かいしゃ)が無料(むりょう)で使(つか)ってもいいことにしました。,3.6
ハイブリッド車の部品の中には、電気自動車でも使う部品がたくさんあります。,ハイブリッド車(しゃ)の部品(ぶひん)の中(なか)には、電気(でんき)自動車(じどうしゃ)でも使(つか)う部品(ぶひん)がたくさんあります。,4.2
漢字にはいろいろな意味があります。,漢字(かんじ)にはいろいろな意味(いみ)があります。,4.0
検察庁は、日産のトップだったゴーン前会長をまた逮捕しました。,検察庁(けんさつちょう)は、日産(にっさん)のトップだったゴーン前会長(ぜんかいちょう)をまた逮捕(たいほ)しました。,3.4
一度保釈された人がまた逮捕されたことは、今まであまりありませんでした。,一度(いちど)保釈(ほしゃく)された人(ひと)がまた逮捕(たいほ)されたことは、今(いま)まであまりありませんでした。,3.1
５Ｇは、今までより速く大きなデータを送ることができるサービスです。,５Ｇは、今(いま)までより速(はや)く大(おお)きなデータを送(おく)ることができるサービスです。,4.2
今使うことができるのは、モトローラが作った１種類のスマートフォンだけです。,今(いま)使(つか)うことができるのは、モトローラが作(つく)った１種類(しゅるい)のスマートフォンだけです。,3.8
電池を取り替える方法は、台湾の新しい会社が使っています。,電池(でんち)を取(と)り替(か)える方法(ほうほう)は、台湾(たいわん)の新(あたら)しい会社(かいしゃ)が使(つか)っています。,3.8
このお寺の近くでも先月、女性が足をかまれました。,このお寺(てら)の近(ちか)くでも先月(せんげつ)、女性(じょせい)が足(あし)をかまれました。,4.1
今年は４月２７日から５月６日まで１０連休です。,今年(ことし)は４月(がつ)２７日(にち)から５月(がつ)６日(むいか)まで１０連休(れんきゅう)です。,4.8
このうち、日本の中で旅行をする人は２４０１万人です。,このうち、日本(にっぽん)の中(なか)で旅行(りょこう)をする人(ひと)は２４０１万(まん)人(にん)です。,4.9
エチオピアの政府は４日、この事故について調べた結果を発表しました。,エチオピアの政府(せいふ)は４日(よっか)、この事故(じこ)について調(しら)べた結果(けっか)を発表(はっぴょう)しました。,3.2
しかし機首が自動で４回下がって、飛行機が落ちたと言っています。,しかし機首(きしゅ)が自動(じどう)で４回(かい)下(さ)がって、飛行機(ひこうき)が落(お)ちたと言(い)っています。,3.9
上智大学などの研究グループは、猫は自分の名前を聞くとわかると発表しました。,上智大学(じょうちだいがく)などの研究(けんきゅう)グループは、猫(ねこ)は自分(じぶん)の名前(なまえ)を聞(き)くとわかると発表(はっぴょう)しました。,4.1
１１匹のうち９匹は、自分の名前ではない言葉で呼んでも、あまり動きませんでした。,１１匹(ぴき)のうち９匹(ひき)は、自分(じぶん)の名前(なまえ)ではない言葉(ことば)で呼(よ)んでも、あまり動(うご)きませんでした。,3.7
飼っている人以外の人が呼んでみる実験もしました。,飼(か)っている人(ひと)以外(いがい)の人(ひと)が呼(よ)んでみる実験(じっけん)もしました。,3.6
１４の仕事のうち、レストランなどで働く人の試験は、２５日にあります。,１４の仕事(しごと)のうち、レストランなどで働(はたら)く人(ひと)の試験(しけん)は、２５日(にち)にあります。,4.3
このため、国は２６日と６月にも試験をすることを急いで決めました。,このため、国(くに)は２６日(にち)と６月(がつ)にも試験(しけん)をすることを急(いそ)いで決(き)めました。,4.3
約７００人が受ける予定で、７つの会場はほとんどいっぱいになります。,約(やく)７００人(にん)が受(う)ける予定(よてい)で、７つの会場(かいじょう)はほとんどいっぱいになります。,3.7
大人１５００円、子ども７５０円で、２日間バスを自由に利用できます。,大人(おとな)１５００円(えん)、子(こ)ども７５０円(えん)で、２日(ふつか)間(かん)バスを自由(じゆう)に利用(りよう)できます。,4.5
今まで外国人はこのやり方がよくわからなくて困っていました。,今(いま)まで外国人(がいこくじん)はこのやり方(かた)がよくわからなくて困(こま)っていました。,4.3
この切符は、ＪＲの渋川駅の前にある「しぶかわ名産品センター」で売っています。,この切符(きっぷ)は、ＪＲの渋川駅(しぶかわえき)の前(まえ)にある「しぶかわ名産品(めいさんひん)センター」で売(う)っています。,3.9
トルコでは去年、「イスタンブール空港」という新しい空港がオープンしました。,トルコでは去年(きょねん)、「イスタンブール空港(くうこう)」という新(あたら)しい空港(くうこう)がオープンしました。,4.3
空港は、広さが野球場の東京ドームの３０倍ぐらいで、滑走路が２本あります。,空港(くうこう)は、広(ひろ)さが野球(やきゅう)場(じょう)の東京(とうきょう)ドームの３０倍(ばい)ぐらいで、滑走路(かっそうろ)が２本(ほん)あります。,3.7
トルコでは、イスタンブール空港をだんだん広くする計画です。,トルコでは、イスタンブール空港(くうこう)をだんだん広(ひろ)くする計画(けいかく)です。,4.0
とても大きな空港になるため、トルコの人は経済がよくなってほしいと考えています。,とても大(おお)きな空港(くうこう)になるため、トルコの人(ひと)は経済(けいざい)がよくなってほしいと考(かんが)えています。,3.7
大島では７日、お祝いの式に２００人が集まりました。,大島(おおしま)では７日(なのか)、お祝(いわ)いの式(しき)に２００人(にん)が集(あつ)まりました。,4.0
そのあと、車も通ることができるようになりました。,そのあと、車(くるま)も通(とお)ることができるようになりました。,4.5
このため、ゴーン前会長は日産の中で地位が全部なくなりました。,このため、ゴーン前会長(ぜんかいちょう)は日産(にっさん)の中(なか)で地位(ちい)が全部(ぜんぶ)なくなりました。,4.2
東京の渋谷駅の前には、とてもたくさんの人が渡る交差点があります。,東京(とうきょう)の渋谷駅(しぶやえき)の前(まえ)には、とてもたくさんの人(ひと)が渡(わた)る交差点(こうさてん)があります。,3.5
ベッドには男性が寝ていて、別の４人が交差点の真ん中に運びました。,ベッドには男性(だんせい)が寝(ね)ていて、別(べつ)の４人(にん)が交差点(こうさてん)の真(ま)ん中(なか)に運(はこ)びました。,3.6
６８歳の男性は「もっと教育が必要だと思います」と話していました。,６８歳(さい)の男性(だんせい)は「もっと教育(きょういく)が必要(ひつよう)だと思(おも)います」と話(はな)していました。,3.4
今月１４日ごろになると、たくさんの花が咲いてきれいになりそうです。,今月(こんげつ)１４日(じゅうよっか)ごろになると、たくさんの花(はな)が咲(さ)いてきれいになりそうです。,4.4
警察庁はドローンを使った事件などがないように、新しい機械を使うことにしました。,警察庁(けいさつちょう)はドローンを使(つか)った事件(じけん)などがないように、新(あたら)しい機械(きかい)を使(つか)うことにしました。,3.2
日本では今年、２０の国の首相や大統領が集まる「Ｇ２０」という会議があります。,日本(にっぽん)では今年(ことし)、２０の国(くに)の首相(しゅしょう)や大統領(だいとうりょう)が集(あつ)まる「Ｇ２０」という会議(かいぎ)があります。,4.0
新しいお札は２０２４年ごろできる予定です。,新(あたら)しいお札(さつ)は２０２４年(ねん)ごろできる予定(よてい)です。,3.8
ビデオは７分３０秒ぐらいありました。,ビデオは７分(ふん)３０秒(びょう)ぐらいありました。,4.0
私のことを悪く言っている話もうそです。,私(わたし)のことを悪(わる)く言(い)っている話(はなし)もうそです。,4.5
普通のトイレは流すとき１回５Ｌの水を使います。,普通(ふつう)のトイレは流(なが)すとき１回(かい)５Ｌの水(みず)を使(つか)います。,3.7
災害のとき水道が止まると、水をたくさん使うことができません。,災害(さいがい)のとき水道(すいどう)が止(と)まると、水(みず)をたくさん使(つか)うことができません。,3.9
町では放射線の量を少なくする作業を続けていました。,町(まち)では放射線(ほうしゃせん)の量(りょう)を少(すく)なくする作業(さぎょう)を続(つづ)けていました。,3.3
事故があった原子力発電所がある町で初めてです。,事故(じこ)があった原子力(げんしりょく)発電所(はつでんしょ)がある町(まち)で初(はじ)めてです。,3.8
６月には新しい建物で５０の家族が生活を始めます。,６月(がつ)には新(あたら)しい建物(たてもの)で５０の家族(かぞく)が生活(せいかつ)を始(はじ)めます。,4.2
飛行機のパイロット１人はまだ見つかっていないため、自衛隊がさがしています。,飛行機(ひこうき)のパイロット１人(ひとり)はまだ見(み)つかっていないため、自衛隊(じえいたい)がさがしています。,3.6
レーダーから消える前、ほかの飛行機に「訓練を中止する」と連絡していました。,レーダーから消(き)える前(まえ)、ほかの飛行機(ひこうき)に「訓練(くんれん)を中止(ちゅうし)する」と連絡(れんらく)していました。,3.5
防衛省は、ほかのＦ３５Ａをしばらく使わないことにしました。,防衛省(ぼうえいしょう)は、ほかのＦ３５Ａをしばらく使(つか)わないことにしました。,2.5
１０日、総務省の会議で、５Ｇを利用する会社が決まりました。,１０日(とおか)、総務省(そうむしょう)の会議(かいぎ)で、５Ｇを利用(りよう)する会社(かいしゃ)が決(き)まりました。,3.6
