sent,level
宮内庁によりますと午前11時までに7000人余りが訪れたということです。,3.5
「日本映画祭」は今月28日まで開かれます。,3.5
あなたと父親に祝福を』とおっしゃった。,3.5
このあと、劇場の関係者などが清めの塩をまいて興行の成功を祈願していました。,3.5
ことしの「顔見世興行」は、今月30日から来月26日まで行われる予定です。,3.5
茂木外務大臣は、午後、日本を訪れている中国の王毅外相と東京都内で会談しました。,3.5
男性でも女性でもないと感じる「Ｘジェンダー」の人や事実婚のカップルも対象です。,3.5
時期については早ければ2021年から順次、適用される見通しです。,3.5
この施設は毎日開いていて、入場は無料です。,3.5
一方、女川原発を襲った津波は13メートルの高さに及びました。,3.5
東北電力はこうした工事を来年度中に終えるとしています。,3.5
寒くなると無性に食べたくなるあったか～い「肉まん」やほくほくの「焼き芋」。,3.5
ふだんから電子レンジでさつまいもをつくっていました。,3.5
別の作業をしていたので煙には気付かず、報知機ではじめて気づいたそうです。,3.5
家族がレンジから煙が出ていることに気づき、事なきを得たとのことです。,3.5
電子レンジでの火災の事例はかなりありそうです。,3.5
“さつま芋や肉まんなどは長時間加熱すると急速に燃焼する危険性があります。,3.5
肉まんを電子レンジで加熱しはじめて３分55秒。,3.5
さらにその約20秒後の５分56秒。,3.5
食材だけでなく、包装や容器にも注意が必要です。,3.5
弁当用の使い捨て容器とアルミホイルを加熱。,3.5
さらに、こちらのパターンにも注意、汚れたレンジが火災の原因になります。,3.5
汚れたレンジで、コップに入れた水をあたためています。,3.5
面倒くさいと思いがちかもしれませんが…しっかり読むこと。,3.5
このあと集まった人たちはみんなで歌を歌って、ピースの誕生日を祝福していました。,3.5
今後30年以内に70％の確率で発生するとされる「首都直下地震」。,3.5
今後30年以内に70％の確率で発生すると予測される「首都直下地震」。,3.5
地球温暖化対策を話し合う国連の会議「ＣＯＰ25」が、スペインで開幕しました。,3.5
世界各国の15歳の学力を測る国際学力調査の結果が公表されました。,3.5
日本の教育政策はこの国際学力調査に大きく影響を受けてきました。,3.5
試験はパソコンを使って行われました。,3.5
▼ネズミが木の種を食べたため、新しい木が育たなかった。,3.5
課題となっている「読解力」を伸ばそうと、学校現場では試行錯誤を続けています。,3.5
同時多発する火災に対し、圧倒的に不足する消防力。,3.5
このうち、ことし死亡した人は、27人に上るということです。,3.5
ことし、最も世相を反映した食を選ぶ「今年の一皿」に「タピオカ」が選ばれました。,3.5
平成以降は、日本では３度にわたってタピオカがブームになりました。,3.5
大手衣料品チェーンの「ユニクロ」は、ベトナムに初めての店舗をオープンしました。,3.5
「神戸ルミナリエ」は、今月15日まで10日間の日程で行われます。,3.5
中村さんを乗せた車は午前10時半ごろ、空港をあとにしました。,3.5
深い悲しみはことばでは表せません。,3.5
天国に行っても私たちをずっと励ましてくれると思います。,3.5
心から感謝のことばと、ご冥福をお祈りを申し上げます。,3.5
はかりきれない損失で、無抵抗な中村さんを襲ったことは許せない。,3.5
「ペシャワール会」の村上優会長は、午前11時から空港で記者会見を行いました。,3.5
最後にお神酒をかけるなどして来年の航海の安全と豊漁を祈願しました。,3.5
見ていて心が清められるような感じで引き締まりました。,3.5
また会場では妻の久美子さんがステージに立つ吉野さんの姿を見守っていました。,3.5
日本中がワンチームになったことがすごくうれしいです。,3.5
いろいろな方の協力でファンにお礼ができたのはいいことだと思う。,3.5
震度５弱は北海道豊富町で、震度４が幌延町、それに震度３が天塩町でした。,3.5
今は防災担当の職員数人が駆けつけてきている。,3.5
今回のＣＯＰで日本が「化石賞」に選ばれるのは２回目です。,3.5
受賞理由を聞いて私が演説で発信した効果だと思った。,3.5
さらに、このうち66％に当たるおよそ１万基は、そのまま使われ続けていました。,3.5
この会社では、将来は重さ100キロまで運べるドローンの開発を目指しています。,3.5
また、次回の政策対話を近くソウルで開くことを明らかにしました。,3.5
育児や介護をしながらでも働き続けられる環境づくりが企業の間で広がっています。,3.5
三日間以上ご飯も食べれてない日が続いてます。,3.5
さらに６月には公式ホームページに白血病の公表後初めて自身の写真を掲載。,3.5
その一方で、がんの早期発見が「過剰診断」につながるケースもあります。,3.5
書類送検されたのは、新潟県長岡市の中学校に通う３年生の男子生徒です。,3.5
このほど主な建物が完成し、19日、報道機関を対象に一部が公開されました。,3.5
人口全体の18％、およそ５人に１人が75歳以上となります。,3.5
すばらしいコースになったのではと思う。,3.5
それでも訪れた人たちは早速、光に照らされた城壁を写真に収めていました。,3.5
大阪市や滋賀県湖南市も同様の取り組みを始めています。,3.5
女子高校生のアイデアをもとに作られた「痴漢抑止バッジ」があります。,3.5
ＪＲ関西線の線路近くで撮影された映像です。,3.5
疑惑については、みずからがきちんと説明すべきだ。,3.5
大しめ縄は来月28日まで設置されるということです。,3.5
また、対象外が設けられたことで消費者からは分かりにくいものになった。,3.5
心と体を鍛える新年恒例の空手の寒稽古が和歌山県新宮市で行われました。,3.5
新型車両の「Ｎ７００Ｓ」とこれまでの車両の外観の変化を比べてみました。,3.5
まず利用者にとってうれしいのがコンセントの増設です。,3.5
「Ｎ７００Ｓ」は外観や車内だけでなく、性能面でも向上している点がありました。,3.5
新幹線をめぐっては、ＪＲ東日本でも新型車両の開発が進められています。,3.5
最大の特徴は先頭車両の形状です。,3.5
通りがかった人たちは足を止めて庁舎を見上げたり、写真に収めたりしていました。,3.5
民間業者の作業も、２日前倒しして始めています。,3.5
見本市は10日まで開かれ、期間中、およそ18万人が訪れると見込まれています。,3.5
裁判では、検察官が起訴状の読み上げを始めました。,3.5
その後、刃物が入ったバッグを持って園に侵入し、職員を脅して５人を拘束した。,3.5
これで検察官の冒頭陳述は終わりました。,3.5
事件が誠に痛ましい事案であることも否定しない。,3.5
中学校は明るく目立ちたがりで性格は変わらず、３年生で飲酒や喫煙をした。,3.5
高校で喫煙して退学処分になったが、非行や補導歴はない。,3.5
しばらくして脱法ハーブを使用するようになり、大学３年のときには入れ墨をした。,3.5
働きはじめた当初は『障害者はかわいい』と述べていた。,3.5
安楽死すべきだ』と友人に繰り返し話すようになった。,3.5
それらについては友人たちの供述で説明する。,3.5
タクシーでは後ろのシートで横になり、身を隠すようにしていた。,3.5
被告には大麻精神病やほかの精神疾患もあった。,3.5
イランの精鋭部隊、革命防衛隊は８日、声明を国営テレビを通じて発表しました。,3.5
また攻撃の作戦名は「殉教者ソレイマニ」だとしています。,3.5
『びっくりしている』のひと言です。,3.5
派遣の命令では活動期間は今月20日からことし12月26日までとなっています。,3.5
このため主に西側で哨戒機が、東側で護衛艦が、それぞれ活動することになります。,3.5
パナソニック対クボタ以外の試合結果です。,3.5
秩父宮ラグビー場のチケットが取れなかったので熊谷まで来た。,3.5
トップリーグは、今シーズン、過去最多となる60万人の観客数を目指しています。,3.5
宿泊地のホテルには、その日の停車駅から専用のバスで向かう計画です。,3.5
全国的な暖冬による雪不足は、新潟県の伝統行事にも影響がおよびました。,3.5
「婿投げ」は、十日町市松之山地区に300年ほど前から伝わる伝統行事です。,3.5
現在では、新婚夫婦を祝う行事として、毎年行われています。,3.5
下で見守っていた妻は、斜面を転がる婿を受け止め、雪をやさしく払っていました。,3.5
その中で、雪の少なさを嘆く声も上がっています。,3.5
ひと晩で１メートルほどの雪が降ることもある十日町市松之山地区。,3.5
気象台は、雪が少ない傾向は、今後も続くとしています。,3.5
国内でこのウイルスの感染者が確認されたのは初めてです。,3.5
その後、14日に医療機関が保健所に武漢に渡航歴のある肺炎患者がいることを報告。,3.5
また中国から帰国した社員には病院で検査を受けるよう指示しているということです。,3.5
震災では街の再建にも長い時間がかかりました。,3.5
ただ、商店街のにぎわいの回復など街づくりには課題も残っています。,3.5
伊方原発３号機が司法判断で運転できなくなるのは平成29年以来、２度目です。,3.5
電気事業連合会の定例の記者会見に臨んだ勝野会長。,3.5
東日本大震災の福島のように原発事故が起きたら、この地域はつぶれてしまう。,3.5
時間がどれだけたっても、悲しみは変わりません。,3.5
大きな鏡餅を抱えて歩いた距離を競う「力餅」が、徳島県上板町で行われました。,3.5
実用化すれば日本企業としては初めてだということです。,3.5
このあとハリー王子はメーガン妃と長男のもとへと向かったとみられています。,3.5
認証されれば海の中でも分解されるレジ袋としては世界で初めてだということです。,3.5
首都直下地震の際に都心部で課題となるのが帰宅困難者への対応です。,3.5
先週の全国平均の小売価格は「レタス」が平年より35％安くなりました。,3.5
また、武漢市内のバスや地下鉄、長江を渡る客船なども運行をとりやめています。,3.5
素材には、夏の厳しい暑さに配慮して通気性や肌触りのいいものが採用されました。,3.5
これは冷戦期から現在までの間でもっとも短い残り時間です。,3.5
また、外務省も対策に乗り出しています。,3.5
手術は無事成功し、患者は27日朝、一般の病室に移ったということです。,3.5
手術の対象になるのは、虚血性心筋症という重い心不全の患者です。,3.5
澤教授は、今後５年ほどのうちには実用化を目指したいとしています。,3.5
入院などでかかる医療費は公費で負担されます。,3.5
手についたウイルスは目や口、それに鼻などから入ってきます。,3.5
手のひらで口を覆うと手にウイルスがついてしまいます。,3.5
厚生労働省は国内で人から人にウイルスに感染した可能性が高いとみて調べています。,3.5
新型のコロナウイルスの確定診断には、遺伝子レベルでの検査が行われます。,3.5
今回のケースだけでなく、すでに人から人への感染が広がっている可能性もある。,3.5
そして、午前８時40分すぎに羽田空港に戻りました。,3.5
このあとＥＵでは加盟国による書面手続きが行われます。,3.5
発足以来、拡大を続けてきたＥＵから加盟国が離脱するのは初めてとなります。,3.5
指定の期間は原則１年間で、さらに最大で１年延長することができます。,3.5
第２次世界大戦中にいったん閉園しましたが、戦後まもなく営業を再開しました。,3.5
閉園するかもしれないという情報に驚きました。,3.5
レトロだけど小さい子どもにとっては楽しい所だと思います。,3.5
また去年４月から新たに設けられた「特定技能」は７か月間で520人でした。,3.5
ＡＳＦは５日から法律上の名称がアフリカ豚コレラからアフリカ豚熱に改められます。,3.5
藤井七段は４日、大阪の関西将棋会館で高野秀行六段（47）と対局しました。,3.5
指示の理由や待機の期間についてこれまでに説明はないということです。,3.5
新型コロナウイルスの感染拡大で、日本国内でもマスクが品薄の状態が続いています。,3.5
そして通販サイトで定価の３倍程度の値段をつけ、転売しているということです。,3.5
東京都は、３日から都内でスギ花粉が飛び始めたと発表しました。,3.5
災害が迫った時などに自治体が発表する「避難勧告」や「避難指示」。,3.5
▽中国から手紙や小包を受け取ることは安全ですか？,3.5
▽自宅のペットは新型コロナウイルスを拡散しますか？,3.5
ただし、ペットとの接触後はせっけんと水で手を洗うことをおすすめします。,3.5
▽肺炎に対するワクチンは、新型コロナウイルスからあなたを守りますか？,3.5
しかし、鼻の中を洗い流すことで、呼吸器の感染症を防ぐことはできません。,3.5
いくつかの化学消毒剤は一般的には新型のコロナウイルスを殺すことができます。,3.5
▽新型コロナウイルスは高齢者に影響を及ぼしますか？,3.5
すべての年齢の人が新型コロナウイルスに感染する可能性があります。,3.5
いいえ、抗生物質はウイルスに対しては作用せず、細菌に対してのみ作用します。,3.5
いくつかの特定の治療法が調査中であり、臨床試験を通じてテストが行われます。,3.5
有本嘉代子さんは去年９月に一時退院した際、ＮＨＫの取材に応じていました。,3.5
とにかく恵子を取り返してほしい。,3.5
旅行先のデンマークのコペンハーゲンから家族に手紙が届いたのが最後でした。,3.5
新たな情報が寄せられたのは2002年３月（平成14年）。,3.5
有本恵子さんは先月（１月）60歳の還暦を迎えました。,3.5
その結果、全国59の大学病院に2819人の無給医がいたことが確認されました。,3.5
その結果、新たに628人の無給医がいたことが明らかになったということです。,3.5
外国語の映画が作品賞を受賞するのは初めてです。,3.5
カズ・ヒロさんがこの賞を受賞するのは、おととしに続き２度目です。,3.5
韓国では、すでに観客が1000万人を超える大ヒットとなっています。,3.5
外国語の作品には字幕の壁があると思っていましたが、人々はそれを乗り越えました。,3.5
それから３か月余りとなった10日、国による再建に向けた工事が始まりました。,3.5
今後は建物が一部残っている北殿や南殿を取り壊す工事を進めることにしています。,3.5
マルエツは大きいサイズを１枚３円、弁当用を１枚２円で販売することにしています。,3.5
感染の拡大が続く新型コロナウイルス。,3.5
「正しく怖がる」ための最新の情報をまとめました。,3.5
Ａ：感染力は「１人の患者から感染が何人に広がるのか」ではかります。,3.5
感染力は予防対策を取ることで下げることもできます。,3.5
Ｑ：新型コロナウイルスは、症状が出ていない潜伏期間でも感染するのでしょうか。,3.5
致死率はＳＡＲＳに比べると高くはないといえます。,3.5
いずれにしても、感染をできるだけ広げない対策が引き続き必要です。,3.5
Ｑ：新型コロナウイルスに対する治療薬はあるのでしょうか。,3.5
Ｑ：私たちができる対策はあるのでしょうか。,3.5
指の間や爪の隙間までしっかりと洗います。,3.5
すぐに手が洗えない場合は、アルコール消毒薬で手をふくのも有効です。,3.5
また、ウイルスは目や口、それに鼻などから入ってきます。,3.5
また、正しくマスクをつけることもせきエチケットになります。,3.5
また、日本人は10人いるということです。,3.5
さらに、船内で検疫を行っていた50代の男性検疫官１人も感染が確認されました。,3.5
そして12日、症状が悪化し、ウイルス検査を受け、13日、死亡しました。,3.5
女性が亡くなった詳しい原因は分かっていないということです。,3.5
男性は発症して以降、自宅で療養していて、勤務は行っていなかったということです。,3.5
男性の妻や子ども、それに同僚に今のところ症状は出ていないということです。,3.5
今後、国は、医療態勢全体の見直しを検討していくだろう。,3.5
暖冬の影響は、花粉にも及んでいるようです。,3.5
福岡市では111年前の明治42年の記録を更新し、観測史上最も遅い初雪です。,3.5
各地域の相談センターの連絡先は、厚生労働省のホームページに掲載されています。,3.5
専用の外来は、混乱を避けるため、一般には公開されていません。,3.5
また、発熱などかぜの症状が見られる時は、学校や会社を休むよう呼びかけています。,3.5
このほか、東京の23区外も37.9％上がって6649万円。,3.5
一方、神奈川県は2.4％下がって4961万円。,3.5
地下歩道やＡＴＭなどのサービス施設、それに駐車場は通常どおり利用できます。,3.5
また日本への渡航を心配する海外からの問い合わせも増加しています。,3.5
この催しは、来月８日まで開かれています。,3.5
新型コロナウイルスはどれくらいたてば感染させなくなるのでしょうか？,3.5
野党側は神戸大学の岩田教授とテレビ電話で意見を交わしました。,3.5
また、船内に設けられている対策本部を船外に移すべきだと指摘しました。,3.5
東京パラリンピックの開幕まで25日で半年です。,3.5
こうした回答が特に目立ったのは、車いすを使う競技です。,3.5
そして多くの競技団体が懸念を示したのが、東京パラリンピック後の施設の確保です。,3.5
一方、施設の確保に向けて動き始めている競技団体もありました。,3.5
一方、東証株価指数＝トピックスは45.41下がって、1628.59。,3.5
こんなに大変なことになると思っていなかった。,3.5
不特定多数の相手に転送するよう求める「チェーンメール」とみられています。,3.5
伊藤ハムが業務用ではなく、家庭用に“植物由来肉”を販売するのは初めてです。,3.5
安倍総理大臣は、29日午後６時すぎから、総理大臣官邸で記者会見を行いました。,3.5
終息への道のりは予断を許さない。,3.5
私は、これまでも、『政治は結果責任だ』と申し上げてきた。,3.5
日本選手でただ一人２時間５分台のタイムを持つ日本記録保持者です。,3.5
男女とも最後の１枠は今月８日までの３つのレースの結果を受けて決まります。,3.5
ＭＧＣ３位で悔しい思いをして半年間、努力したことがきょうの結果につながった。,3.5
シューズに合った走りをした結果だ。,3.5
その結果、観客を入れずに開催することを決めました。,3.5
そのうえで「無観客であっても力士の白熱した取組を約束する」と話しました。,3.5
商品の発注なども終わってあとは開催を待つばかりという状態だった。,3.5
相撲協会は今後、力士などに感染者が出た場合は場所の途中でも中止にする方針です。,3.5
新型コロナウイルスの感染拡大で献血にも影響が出ています。,3.5
去年もおよそ48万人が入場し、入場料収入はおよそ３億2800万円余りでした。,3.5
早いところでは来週末にもサクラの便りが届くかもしれません。,3.5
また、北海道の２店舗と鹿児島県の１店舗も合わせて閉店しました。,3.5
トピックスが1400を下回るのは、2016年11月以来、３年４か月ぶりです。,3.5
シーズンの開幕が延期されるのは東日本大震災のあった９年前の平成23年以来です。,3.5
われわれの一致した考えは、観客を入れて143試合やることを最優先すること。,3.5
しっかり調整してきたので、いつやっても大丈夫という状態ではいられると思う。,3.5
違反した場合は１年以下の懲役または100万円以下の罰金が科されます。,3.5
東日本大震災と東京電力福島第一原子力発電所の事故の発生から11日で９年です。,3.5
こうしたことから、２号機はいよいよ来年、取り出しを始める予定です。,3.5
大正７年は米騒動のため、開会式前日に延期が発表され、その後、中止になりました。,3.5
そして11日、臨時の運営委員会で最終判断を行い、大会の中止が決まりました。,3.5
教育関係者として選手の健康を第一に考えるというのが決断の原点。,3.5
そうしたことを考えればきょうが一番よかったと思う。,3.5
古代オリンピックでは大会の間は一切戦っていなかった。,3.5
その後、一部の出席者だけがヘラ神殿に移動し、採火の儀式が行われます。,3.5
それ以来、聖火リレーの出発点としてオリンピアが選ばれています。,3.5
この取り組みは仕入れたバラが無くなり次第終了するということです。,3.5
平成29年から漫画雑誌で連載が始まり、単行本は現在第６巻まで発売されています。,3.5
また、施設の職員２人を含むあわせて26人に重軽傷を負わせたことも認めました。,3.5
しかし発言が認めれることはありませんでした。,3.5
判決はひと区切りですが、通過点にすぎません。,3.5
規模別では、▽50人以上が１か所。,3.5
▽５人以上10人未満が４か所となっています。,3.5
▽千葉県でスポーツジムや福祉施設を介した感染が２か所。,3.5
▽神奈川県で福祉施設を介した感染が１か所。,3.5
▽新潟県で卓球スクールを介した感染が１か所。,3.5
▽大阪府でライブハウスを介した感染が１か所。,3.5
▽兵庫県で医療機関や福祉施設を介した感染が３か所。,3.5
▽大分県で飲食店を介した感染が１か所となっています。,3.5
採取は１分程度で終わり、車はそのまま保健所から出て行きました。,3.5
テーブルに飾ってお花見をしようという家族連れもいました。,3.5
同様の被害は47件確認されていて、警視庁が注意を呼びかけています。,3.5
そして点検が終わると、男らは「ありがとうございました」と言って姿を消しました。,3.5
カバンの中にあった財布から現金15万円が抜き取られていたのです。,3.5
テレワークを始めた人たちからは不安の声も聞かれます。,3.5
来年４月から、中学校で使われる教科書の検定が終了しました。,3.5
今回の教科書には著名人の記述も多く盛り込まれました。,3.5
今回の教科書には最近の世相を反映する内容も登場します。,3.5
高速で低遅延という５Ｇの特徴は、医療の現場でも活用が期待されています。,3.5
このＮＰＯ法人はメールでも随時相談を受け付けています。,3.5
全員集合』が大好きで、いつも放送を楽しみに待っていました。,3.5
芸能界を引っ張って来られた方で、長生きしてほしかったです。,3.5
志村けんさんの死去を海外のメディアも大きく伝えました。,3.5
去年の12月からこれまでに４回の収録にのぞみ、直近の収録は３月６日でした。,3.5
大幅に変えることはないと想定している。,3.5
集めたデータは結果を分析したあと速やかに廃棄する、と説明しています。,3.5
＜噴火３時間で首都機能マヒ＞噴火発生から３時間後。,3.5
この範囲では鉄道が止まって車の通行が困難となり、移動手段が徒歩に制限されます。,3.5
＜噴火１日後も影響続く＞噴火発生から１日後。,3.5
噴火後15日目には、鉄道が止まる範囲は首都圏のほぼ全域に。,3.5
そこに追い打ちをかけたのが東京オリンピック・パラリンピックの延期の決定です。,3.5
日本郵便は１日、ホームページに影響を受ける国や地域を掲載するとしています。,3.5
そして先輩社員の社内を案内され、業務内容などについて説明を受けていました。,3.5
また、席の間隔もあけられ、出席する役員も減らして式が行われました。,3.5
再来週以降、感染者数の多い都道府県から順次、配布するとしています。,3.5
この措置は３日午前０時から今月末まで実施するとしています。,3.5
一人一人が日常生活の中でできることを１つずつ実践していく。,3.5
市民生活に関わる情報をまとめました。,3.5
▽イオンイオンは原則として営業を続ける予定です。,3.5
▽イトーヨーカ堂原則として営業を続けることにしています。,3.5
宣言の内容を確認したうえで詳しい営業時間を検討することにしています。,3.5
宣言の内容を確認したうえで詳しい営業時間を検討することにしています。,3.5
宣言の内容を確認したうえで詳しい営業時間を検討することにしています。,3.5
また、移動店舗や宅配サービスなどは、通常どおり行うことにしています。,3.5
各店舗の営業時間はホームページで確認してほしいとしています。,3.5
今回の宣言を受けて短縮の期間を来月６日までとする方向で検討しています。,3.5
個人をはじめ、企業の資金繰りの相談や融資の申し込みなどにも応じています。,3.5
海外では多くの人が爆発的な感染拡大のために命を落としている。,3.5
緊急経済対策は思い切った内容だが、スピード感を持って対応することが大切だ。,3.5
そして、対策本部で、基本的対処方針にこうした内容を追加することを決めました。,3.5
新型コロナウイルスの感染拡大が続いています。,3.5
災害から命を守るために大事なのが、「避難所への避難」です。,3.5
避難所に行くことになった時、私たちはどんなことに気をつけたらいいのか。,3.5
まず、避難所にいく際に、感染症を防ぐために持っていきたいものです。,3.5
それは「避難所に入る前の体調チェック」です。,3.5
では、避難所で生活することになったら。,3.5
＜毎日の体調のチェック＞「自分の体調を毎日チェック」してください。,3.5
過去の災害でも、避難所で感染症の患者が相次いだことがあります。,3.5
感染拡大が続く中で対策をとった自治体もあります。,3.5
特にこれからは大雨の多い出水期を迎えます。,3.5
災害時の避難の方法を今のうちに考えておいてみてはいかがでしょうか。,3.5
新型コロナウイルスの国内の死者などについて年代別の人数が明らかになりました。,3.5
こうした内容は環境省のホームページに掲載されています。,3.5
さらに、感染のリスクに応じて病棟内を３段階に区分けしました。,3.5
さらに深刻なのはマスクや防護服などの感染対策に欠かせない資材の不足です。,3.5
見えないが故に高まる新型コロナウイルスへの不安。,3.5
それによると「外は一面塗りたてのペンキの世界」。,3.5
人間誰でも、うっかり手で鼻をこすったりします。,3.5
これを書いたのは、都内のクリニックに勤める内科医の眞鍋葉子さん。,3.5
先日、ネット上では、ある研究論文が話題になりました。,3.5
患者がいない場所なのに、どうしてウイルスが？,3.5
この調査結果が私たちの一般家庭に直ちに当てはまるかどうかはわかりません。,3.5
さて、外出先でペンキまみれになっているだろう私たち。,3.5
今、実践している手順を教えてくれました。,3.5
時間がたつとウイルスは不活性化するからです。,3.5
でも私がこうした情報を書いた目的は違います。,3.5
大切な家族を守るために家の防衛ラインを話し合ってみてはいかがでしょうか？,3.5
調査は筑波大学大学院と健康機器メーカーの「タニタ」などが行いました。,3.5
政府は、16日夜８時すぎから、総理大臣官邸で対策本部を開きました。,3.5
ここでも、今月14日は人が大きく増えていました。,3.5
総務省は、20日夕方、10万円の一律給付の概要を発表しました。,3.5
まさに今が感染拡大防止の正念場です。,3.5
そして今回、新たにテレビ会議アプリを使った「無観客ライブ」にも挑戦しました。,3.5
「スミス・マギニス症候群」という先天性の難病を抱えています。,3.5
その緒萌さんの元にホスピタル・クラウンとしてやってきたのが大棟さんでした。,3.5
動画は無料で、以下のサイトとホームページから見ることができます。,3.5
サイトでは、それぞれの団体の活動内容や寄付先の口座などを知ることができます。,3.5
厚生労働省によりますと、患者の自己負担は発生しない見通しです。,3.5
また、筋力の衰えを自分でチェックする方法なども紹介しています。,3.5
新型コロナウイルスの感染拡大を防ごうと、対策をとった店もありました。,3.5
人と話しながら走ってもつらくないくらいのスピードでのジョギングを推奨したい。,3.5
自宅で「暑熱順化」を進める方法もあります。,3.5
ただ、その際は水分補給を忘れないようにして、無理のない範囲で行ってください。,3.5
暑いときは適切にエアコンを使い、水分補給を心がけてください。,3.5
新型コロナウイルスに加え、暑さも気になる季節になりました。,3.5
住宅の密集地のマンションなど窓が１か所しかないというケースもあります。,3.5
担当者は消費電力を抑えながら換気する方法について教えてくれました。,3.5
厚生労働省は、この「抗原検査」の検査キットを13日付けで承認しました。,3.5
大相撲で新型コロナウイルスに感染した力士が亡くなったのは初めてです。,3.5
次の場所で姿を見られるのを夢みていたので残念です。,3.5
ご遺族の皆様方の傷心を察しますと、慰めのことばも見つかりません。,3.5
今はただ、安らかに眠ってほしいと思います。,3.5
外食産業の業界団体は本格的に営業を再開する際のガイドラインを発表しました。,3.5
人の動きと感染の動向を見て、国民の不安をなくし見通しを示す事が重要だ。,3.5
検査数が足りないもとでの一部解除の判断は率直に言って懸念を持たざるをえない。,3.5
また、接客時には店員が客と距離を取るなどの対策をとるということです。,3.5
これにより、感染症対策の予備費の残額は1兆4468億円となります。,3.5
また、ドイツやイタリア、シンガポールなどは10人未満でした。,3.5
▽現在は、世界100の国と地域からの入国を拒否しています。,3.5
こうした措置を受けて、航空各社では、大幅な運休や減便を続けています。,3.5
現時点では全世界的に人の動きが全くなく失われてしまった状況だ。,3.5
人員削減に踏み切る動きも相次いでいます。,3.5
航空会社を取り巻く厳しい環境は長期化する見通しです。,3.5
全国に2万6000人余りいます。,3.5
一方、予選としての地方大会も合わせて中止となりました。,3.5
開催中止は球児だけではなく高校野球をこよなく愛する方々にも痛恨の極みです。,3.5
しかし、甲子園出場を目指した球児という栄冠は永遠に輝いています。,3.5
高野連などが大会中止を決定した具体的な理由は以下のとおりです。,3.5
今の野球をやっている夢を諦めずに追い続けてほしい。,3.5
春に続いて夏の甲子園も中止となったことについて、大阪 梅田で反応を聞きました。,3.5
高校球児は、人生の目標がなくなるのではないかと心配です。,3.5
新型コロナウイルスの影響は家庭で飼われるペットにまで及んでいます。,3.5
自宅でマスクを作る際の注意を呼びかけているのは沖縄県獣医師会です。,3.5
食事は1日1食に減らし、家賃や光熱費も支払えない状態が続いています。,3.5
政府は午後7時すぎから総理大臣官邸で対策本部を開きました。,3.5
その一つが「新しい生活様式」です。,3.5
特に注意が必要なのは冬にかけての時期です。,3.5
政府は25日、緊急事態宣言を全国で解除しました。,3.5
片瀬海岸には多くの人たちが訪れ、マスクを着けて散歩する姿が見られました。,3.5
そして横たわったまま目を開けて、集まった報道陣を見ていました。,3.5
幼い頃に両親が離婚し、父親と兄と妹の4人で暮らしていました。,3.5
翌年、21歳の時に父親は病死しています。,3.5
警察は事前に下見をしていたとみています。,3.5
事件が起きたのは去年7月18日の午前10時半すぎでした。,3.5
一方、全焼した第1スタジオの建物は先月までに解体されました。,3.5
北九州市内では、今月22日まで23日連続で感染が確認されていませんでした。,3.5
このうち17人の感染経路がわかっていません。,3.5
マスクの着用が求められる中、これからの季節で心配されるのが熱中症です。,3.5
実験した2種類のシートは、いずれも材質が明記されていませんでした。,3.5
皆さん、「コロナ太り」になっていませんか？,3.5
専門家は、運動不足で生活習慣病になりやすくなると指摘しています。,3.5
実現することは大変うれしく思う。,3.5
正確な検査結果を得られないおそれがあります。,3.5
「東京アラート」が出されるのは初めてです。,3.5
都は今週末をめどに街頭での呼びかけを始めたいとしています。,3.5
しかしこれは彼らの問題ではない。,3.5
緊急事態宣言が全国で解除されて以降、首都圏では鉄道利用者が急増しています。,3.5
一方、換気について、一般的に空気の通る場所はリスクは低いとされます。,3.5
入場対象は今後、段階的に広げる予定です。,3.5
体温が３７度５分以上ある人は入れません。,3.5
ハグやハイタッチは身ぶりだけで行うことにしています。,3.5
また、入場者は乗車前と乗車後に手や指をアルコール消毒するルールになっています。,3.5
「ウポポイ」には、アイヌ語で「大勢で歌うこと」という意味があります。,3.5
展示物を紹介するパネルや館内の案内では、アイヌ語が優先的に使われています。,3.5
交流試合に招待されたのは、ことしのセンバツ出場が決まっていた32校です。,3.5
奈良からは智弁学園と、去年秋の近畿大会を制した天理高校の2校です。,3.5
このほか、智弁和歌山高校と兵庫の明石商業が招待されました。,3.5
鹿児島城西は、春夏通じて初めての甲子園出場が決まっていました。,3.5
日本高校野球連盟の八田英二会長は、10日会見を開きました。,3.5
悔いのないように大会に臨んでほしい。,3.5
そうした中で甲子園での交流試合の開催が決まり、彼らの喜ぶ顔が浮かびます。,3.5
札幌市は、利用者の把握ができているとして店舗名を明らかにしていません。,3.5
これで道内の感染者は、札幌市の延べ713人を含む延べ1144人となりました。,3.5
また道も、昼のカラオケによる感染予防対策を求めています。,3.5
▽マイク、リモコンなどをこまめに消毒するとしています。,3.5
退院するなどした人のおよそ7％に当たります。,3.5
自身の感染が確認されたのは、ことし3月。,3.5
肺が「線維化」の状態にあると診断されました。,3.5
この病気は陰性になっておしまいではない。,3.5
ベッドから全く動けない状態が1か月続いた結果、認知機能や運動機能が低下。,3.5
さらに、退院後に「高次脳機能障害」と診断されたケースもあると言います。,3.5
このため頭部のＭＲＩ検査を行ったところ、大脳皮質に複数の出血が見つかりました。,3.5
この店では、1200円で軽食が付きコーヒーも飲み放題です。,3.5
関係者によりますと、参加者は数千人に上ったとみられるということです。,3.5
